exchange,stock_symbol,date,stock_price_open,stock_price_high,stock_price_low,stock_price_close,stock_volume,stock_price_adj_close
AMEX,ZN,2008-07-28,6.62,6.62,6.40,6.42,11900,6.42
AMEX,ZN,2008-07-25,6.60,6.60,6.35,6.58,10600,6.58
AMEX,ZN,2008-07-24,6.56,6.60,6.55,6.58,2700,6.58
AMEX,ZN,2008-07-23,6.30,6.60,6.30,6.58,22100,6.58
AMEX,ZN,2008-07-22,6.54,6.58,6.30,6.31,9600,6.31
AMEX,ZN,2008-07-21,6.85,6.85,6.30,6.54,11100,6.54
AMEX,ZN,2008-07-18,6.59,6.59,6.37,6.59,5600,6.59
AMEX,ZN,2008-07-17,6.60,6.60,6.40,6.48,22300,6.48
AMEX,ZN,2008-07-16,6.49,6.60,6.32,6.47,9400,6.47
AMEX,ZN,2008-07-15,6.18,6.50,6.16,6.25,27500,6.25
AMEX,ZN,2008-07-14,6.34,6.34,6.02,6.19,15300,6.19
AMEX,ZN,2008-07-11,6.22,6.22,6.00,6.00,4500,6.00
AMEX,ZN,2008-07-10,6.33,6.33,6.00,6.15,11900,6.15
AMEX,ZN,2008-07-09,6.39,6.39,6.00,6.15,9700,6.15
AMEX,ZN,2008-07-08,6.44,6.44,5.95,6.00,11700,6.00
AMEX,ZN,2008-07-07,6.48,6.48,6.02,6.15,24300,6.15
AMEX,ZN,2008-07-03,6.00,6.15,6.00,6.15,14100,6.15
AMEX,ZN,2008-07-02,6.39,6.40,6.00,6.00,21400,6.00
AMEX,ZN,2008-07-01,6.00,6.25,6.00,6.01,7900,6.01
AMEX,ZN,2008-06-30,6.39,6.39,6.00,6.00,6600,6.00
AMEX,ZN,2008-06-27,6.10,6.10,6.00,6.00,15900,6.00
AMEX,ZN,2008-06-26,6.39,6.39,6.06,6.08,6500,6.08
